edad,genero,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante
10,M,Urbana,Primaria,4,Oficial,0,1,2.84,3.45,3,90.7,2,Secundaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,2,0,1.65,1.72,2,67.2,1,Primaria_Completa,0
10,M,Rural,Primaria,5,Oficial,0,0,3.82,2.86,0,66.0,1,Secundaria_Incompleta,1
15,F,Urbana,Media,10,Oficial,0,0,3.0,3.33,3,68.9,1,Secundaria_Completa,0
6,M,Urbana,Primaria,1,Particular,0,0,3.55,3.29,0,80.4,2,Universidad,0
15,M,Rural,Media,10,Oficial,0,0,3.22,2.55,0,58.3,1,Secundaria_Incompleta,1
17,F,Urbana,Media,12,Oficial,1,0,2.23,2.18,1,64.3,1,Secundaria_Incompleta,0
9,F,Rural,Primaria,4,Oficial,0,0,4.16,4.72,0,87.8,3,Universidad,0
12,F,Urbana,Primaria,6,Oficial,0,1,3.55,3.7,3,73.2,2,Secundaria_Incompleta,0
15,M,Urbana,Premedia,9,Oficial,0,1,3.65,3.36,0,69.2,1,Secundaria_Completa,0
17,M,Urbana,Media,12,Oficial,0,0,4.07,4.11,0,71.6,1,Secundaria_Completa,1
13,F,Rural,Premedia,8,Oficial,0,0,3.03,2.66,1,77.5,1,Secundaria_Incompleta,0
15,F,Urbana,Premedia,7,Oficial,2,3,2.35,1.62,3,79.7,1,Secundaria_Completa,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.48,3.42,0,78.5,2,Secundaria_Completa,0
14,F,Urbana,Premedia,8,Oficial,0,1,3.47,3.62,0,55.7,1,Secundaria_Incompleta,1
11,F,Urbana,Primaria,6,Oficial,2,0,2.69,2.26,2,73.7,1,Primaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,1,0,2.49,2.32,1,63.6,1,Primaria_Completa,1
13,F,Urbana,Premedia,8,Oficial,1,0,2.74,2.48,3,80.9,1,Secundaria_Completa,0
18,M,Rural,Media,12,Oficial,0,1,2.06,1.74,0,52.8,1,Primaria_Completa,1
12,M,Rural,Premedia,7,Oficial,0,0,3.38,3.85,0,70.4,1,Primaria_Completa,0
14,F,Rural,Premedia,9,Oficial,0,0,3.42,3.48,0,77.8,2,Secundaria_Completa,0
14,F,Urbana,Premedia,9,Oficial,0,0,3.09,2.96,0,74.4,1,Secundaria_Completa,0
15,M,Rural,Media,10,Oficial,0,0,4.09,4.06,2,91.5,2,Secundaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,4.19,3.86,0,87.0,1,Primaria_Completa,0
12,M,Rural,Primaria,5,Oficial,3,2,2.56,2.29,2,74.5,1,Primaria_Completa,0
9,M,Rural,Primaria,2,Oficial,0,2,2.03,2.34,1,68.6,1,Primaria_Incompleta,0
7,M,Rural,Primaria,2,Particular,0,0,2.6,2.89,1,74.7,1,Primaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,2.69,2.63,0,91.0,3,Secundaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,3.01,2.68,1,56.8,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,9,Oficial,0,0,3.19,3.1,2,79.9,2,Secundaria_Completa,0
8,F,Rural,Primaria,3,Oficial,0,0,5.0,4.86,0,83.8,3,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,4.85,5.0,0,96.3,3,Universidad,0
16,M,Urbana,Media,11,Oficial,0,0,2.91,3.39,1,78.7,1,Primaria_Completa,0
10,F,Rural,Primaria,5,Oficial,0,0,4.2,3.92,1,82.3,2,Universidad,0
8,F,Urbana,Primaria,1,Oficial,0,2,3.66,3.86,2,74.0,1,Secundaria_Incompleta,0
14,M,Urbana,Premedia,9,Oficial,0,0,4.08,4.25,0,73.9,1,Primaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,4.13,4.35,0,81.8,1,Secundaria_Incompleta,0
7,M,Urbana,Primaria,2,Oficial,0,0,3.64,4.67,0,70.2,1,Secundaria_Incompleta,0
14,M,Rural,Premedia,9,Oficial,0,0,3.93,3.67,3,87.5,2,Secundaria_Incompleta,0
12,M,Urbana,Primaria,6,Oficial,0,1,2.58,2.5,3,79.5,1,Secundaria_Incompleta,0
13,F,Rural,Premedia,8,Oficial,0,0,4.3,4.5,0,90.3,3,Universidad,0
12,M,Rural,Premedia,7,Oficial,0,0,1.92,1.91,3,63.9,1,Primaria_Completa,0
18,M,Urbana,Media,11,Oficial,0,2,1.84,1.44,1,56.5,1,Secundaria_Incompleta,1
20,M,Urbana,Media,12,Oficial,0,3,1.61,1.8,1,69.3,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Oficial,0,0,2.28,2.58,1,64.1,1,Primaria_Completa,0
10,F,Urbana,Primaria,5,Particular,0,0,3.5,3.53,0,80.3,2,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Particular,0,0,3.48,3.27,0,80.3,1,Secundaria_Incompleta,0
13,F,Rural,Premedia,8,Oficial,0,0,3.36,3.01,0,69.4,1,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Oficial,0,0,4.91,5.0,3,91.9,3,Universidad,0
7,F,Urbana,Primaria,2,Particular,2,0,2.34,2.2,2,64.7,1,Secundaria_Incompleta,0
18,M,Rural,Media,12,Oficial,0,1,3.91,4.15,0,71.4,1,Primaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,4.1,3.37,0,73.0,1,Secundaria_Incompleta,0
6,F,Urbana,Primaria,1,Oficial,0,0,3.73,4.16,0,75.3,1,Secundaria_Incompleta,0
17,M,Rural,Media,12,Oficial,0,0,3.86,4.66,3,94.8,3,Universidad,0
7,F,Rural,Primaria,2,Oficial,0,0,2.58,2.73,2,80.1,1,Secundaria_Completa,0
15,M,Urbana,Premedia,7,Oficial,0,3,2.28,2.59,2,64.6,1,Secundaria_Incompleta,1
17,M,Rural,Media,11,Particular,0,1,3.61,3.69,0,81.1,2,Secundaria_Incompleta,0
15,F,Urbana,Premedia,7,Oficial,0,3,3.28,3.07,0,79.2,1,Primaria_Completa,0
7,F,Urbana,Primaria,2,Oficial,0,0,3.32,3.55,0,83.6,2,Primaria_Completa,0
16,M,Urbana,Media,11,Oficial,0,0,4.08,4.26,0,89.8,3,Universidad,0
14,F,Urbana,Premedia,9,Particular,0,0,3.71,3.76,0,97.8,3,Universidad,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.74,3.83,0,91.1,3,Secundaria_Completa,0
16,F,Urbana,Media,11,Particular,0,0,1.83,2.54,2,53.0,1,Secundaria_Incompleta,1
14,M,Urbana,Premedia,9,Oficial,0,0,3.91,3.25,0,61.7,1,Secundaria_Incompleta,1
17,M,Urbana,Media,12,Oficial,0,0,1.88,1.59,2,69.1,1,Secundaria_Completa,0
15,M,Urbana,Media,10,Oficial,1,0,3.11,2.43,0,89.7,2,Universidad,0
17,M,Rural,Media,12,Oficial,0,0,2.2,1.64,3,49.3,1,Secundaria_Incompleta,1
8,F,Urbana,Primaria,1,Oficial,2,2,2.12,1.5,2,83.3,2,Primaria_Completa,0
14,F,Urbana,Premedia,7,Oficial,0,2,3.29,3.71,0,82.0,1,Secundaria_Completa,0
13,F,Urbana,Primaria,6,Oficial,0,2,3.41,2.86,0,63.5,1,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Oficial,0,0,2.4,1.87,3,65.1,1,Primaria_Completa,0
10,F,Urbana,Primaria,5,Particular,2,0,2.78,2.44,0,71.6,1,Primaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,0,0,4.66,5.0,0,90.6,2,Secundaria_Completa,0
10,F,Urbana,Primaria,5,Oficial,0,0,2.87,3.13,0,76.7,1,Primaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,0,0,3.9,4.28,0,68.8,1,Secundaria_Incompleta,0
6,F,Urbana,Primaria,1,Oficial,0,0,3.69,3.96,0,67.8,1,Secundaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,3.55,3.71,0,73.5,1,Secundaria_Completa,0
12,M,Rural,Premedia,7,Oficial,0,0,3.26,4.12,0,96.6,2,Secundaria_Completa,0
17,M,Rural,Media,12,Particular,0,0,2.79,2.71,0,92.2,2,Secundaria_Completa,0
15,F,Rural,Premedia,7,Oficial,0,3,4.32,4.41,0,78.2,1,Secundaria_Incompleta,0
15,M,Urbana,Premedia,7,Oficial,0,3,1.1,1.0,0,51.8,1,Primaria_Completa,1
9,F,Urbana,Primaria,3,Oficial,2,1,2.44,2.26,0,73.0,1,Secundaria_Incompleta,0
14,F,Rural,Premedia,9,Oficial,0,0,2.77,2.37,0,80.6,2,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Particular,0,0,4.51,3.82,3,86.9,2,Secundaria_Completa,0
11,M,Urbana,Primaria,6,Particular,2,0,2.74,2.18,2,76.9,1,Secundaria_Incompleta,0
13,F,Rural,Premedia,8,Oficial,0,0,2.07,2.61,1,70.8,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Oficial,0,0,2.57,1.74,2,92.7,2,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,1,0,2.41,2.38,0,70.3,1,Secundaria_Incompleta,0
9,F,Rural,Primaria,4,Oficial,0,0,2.8,2.59,0,80.1,2,Secundaria_Incompleta,0
16,M,Rural,Media,11,Particular,1,0,2.48,2.01,2,58.0,1,Secundaria_Incompleta,1
8,F,Urbana,Primaria,3,Oficial,2,0,2.64,2.18,0,74.3,1,Secundaria_Incompleta,0
13,F,Urbana,Primaria,5,Oficial,0,3,1.92,1.23,0,66.7,1,Secundaria_Incompleta,0
14,M,Urbana,Premedia,9,Oficial,0,0,4.53,4.54,0,71.3,1,Secundaria_Incompleta,0
16,F,Urbana,Media,11,Oficial,0,0,4.28,4.18,0,85.7,3,Universidad,0
18,M,Urbana,Media,11,Oficial,0,2,3.35,3.93,0,69.5,1,Secundaria_Incompleta,1
9,M,Urbana,Primaria,4,Oficial,0,0,3.6,2.52,0,87.5,2,Secundaria_Completa,0
12,M,Rural,Premedia,7,Oficial,0,0,3.86,3.64,1,73.7,1,Secundaria_Incompleta,0
15,M,Urbana,Premedia,9,Oficial,0,1,2.38,2.47,1,73.1,1,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Particular,0,0,5.0,4.72,0,84.4,3,Secundaria_Incompleta,0
12,F,Urbana,Premedia,7,Oficial,0,0,2.74,2.03,0,77.4,1,Secundaria_Incompleta,0
14,F,Rural,Premedia,9,Oficial,0,0,5.0,4.97,0,81.2,2,Universidad,1
14,M,Urbana,Premedia,9,Oficial,0,0,2.34,2.59,3,63.7,1,Secundaria_Incompleta,1
10,M,Urbana,Primaria,2,Particular,0,3,3.49,3.31,0,72.0,1,Primaria_Completa,0
12,F,Rural,Premedia,7,Oficial,2,0,2.8,2.44,2,77.2,1,Primaria_Incompleta,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.33,3.53,0,61.1,1,Primaria_Completa,1
12,F,Rural,Premedia,7,Oficial,0,0,4.39,4.85,0,90.3,2,Secundaria_Completa,0
14,M,Rural,Premedia,9,Oficial,0,0,4.03,4.1,0,79.6,2,Secundaria_Incompleta,0
12,M,Rural,Premedia,7,Oficial,0,0,2.62,3.02,2,77.5,1,Secundaria_Incompleta,0
15,F,Rural,Media,10,Oficial,0,0,3.92,4.27,0,77.8,3,Secundaria_Completa,0
12,M,Urbana,Premedia,7,Particular,0,0,3.98,3.43,0,92.5,3,Universidad,0
9,M,Rural,Primaria,4,Oficial,2,0,2.59,2.17,3,76.9,1,Primaria_Completa,0
17,M,Urbana,Media,10,Particular,0,2,4.55,5.0,2,82.4,1,Secundaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,0,0,3.49,3.81,0,76.3,1,Secundaria_Incompleta,0
16,F,Urbana,Media,11,Oficial,0,0,4.57,4.64,0,94.8,3,Universidad,0
13,M,Rural,Primaria,6,Oficial,0,2,3.58,3.52,0,73.8,1,Primaria_Completa,0
15,M,Urbana,Media,10,Oficial,0,0,3.02,3.91,0,71.7,1,Secundaria_Incompleta,0
17,M,Urbana,Premedia,9,Particular,0,3,3.32,2.83,0,57.2,1,Secundaria_Incompleta,1
14,M,Urbana,Premedia,9,Particular,0,0,3.78,4.25,0,82.9,2,Secundaria_Incompleta,0
8,F,Urbana,Primaria,3,Oficial,0,0,2.71,2.72,0,82.9,1,Primaria_Completa,0
14,M,Urbana,Primaria,6,Oficial,0,3,3.86,3.78,0,85.6,2,Universidad,0
15,F,Urbana,Media,10,Oficial,0,0,3.9,3.86,0,79.1,2,Secundaria_Incompleta,0
10,M,Urbana,Primaria,5,Particular,0,0,3.41,3.45,0,76.2,1,Secundaria_Completa,0
9,F,Rural,Primaria,4,Oficial,0,0,4.35,5.0,0,91.7,3,Secundaria_Completa,0
7,F,Urbana,Primaria,2,Oficial,0,0,2.13,1.54,2,60.1,1,Primaria_Completa,0
11,F,Urbana,Primaria,3,Oficial,0,3,3.79,3.51,0,92.4,3,Universidad,0
19,M,Urbana,Media,11,Oficial,0,3,2.25,2.66,2,64.2,1,Primaria_Completa,0
8,F,Rural,Primaria,3,Oficial,2,0,1.37,1.74,0,66.4,1,Primaria_Incompleta,0
17,F,Urbana,Media,12,Oficial,0,0,3.83,4.33,0,83.7,3,Universidad,0
14,F,Urbana,Premedia,8,Oficial,0,1,2.97,2.87,2,56.0,1,Secundaria_Incompleta,1
17,M,Urbana,Media,12,Oficial,0,0,4.09,4.17,0,92.7,3,Universidad,0
14,M,Rural,Premedia,9,Particular,0,0,4.21,3.74,0,71.7,1,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.94,4.04,1,92.6,2,Secundaria_Completa,0
15,F,Rural,Media,10,Oficial,0,0,3.08,3.62,0,64.6,1,Secundaria_Incompleta,1
16,F,Urbana,Premedia,8,Oficial,0,3,2.9,2.82,1,65.4,1,Secundaria_Completa,1
13,F,Urbana,Premedia,8,Oficial,0,0,4.54,4.65,0,82.3,3,Universidad,0
17,M,Urbana,Media,12,Oficial,0,0,3.68,4.96,0,96.4,3,Universidad,0
14,M,Urbana,Premedia,7,Oficial,0,2,4.39,4.64,0,77.9,1,Secundaria_Completa,0
9,M,Urbana,Primaria,4,Oficial,0,0,4.43,3.83,0,94.9,2,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Oficial,0,0,3.02,2.84,0,74.0,1,Primaria_Completa,0
9,M,Urbana,Primaria,4,Oficial,0,0,3.21,3.56,0,82.7,2,Secundaria_Completa,0
12,F,Rural,Premedia,7,Oficial,0,0,4.32,3.64,0,79.6,3,Universidad,0
15,M,Urbana,Media,10,Particular,0,0,2.6,2.23,0,67.9,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,3.4,3.32,3,67.6,1,Secundaria_Incompleta,1
19,M,Urbana,Media,12,Particular,0,2,3.55,3.0,0,62.3,1,Secundaria_Completa,1
13,M,Urbana,Premedia,8,Oficial,0,0,3.08,2.95,0,68.4,1,Secundaria_Completa,0
12,F,Urbana,Premedia,7,Particular,0,0,3.8,3.99,0,93.1,2,Secundaria_Completa,0
14,M,Rural,Premedia,9,Particular,0,0,4.84,4.38,0,90.8,2,Secundaria_Completa,0
12,F,Rural,Premedia,7,Oficial,0,0,3.81,3.6,0,78.5,1,Primaria_Completa,0
12,F,Rural,Premedia,7,Oficial,0,0,2.48,2.98,3,69.8,1,Primaria_Incompleta,0
10,M,Urbana,Primaria,3,Oficial,0,2,4.25,4.83,0,88.3,2,Secundaria_Completa,0
11,F,Rural,Primaria,4,Oficial,0,2,2.95,3.45,0,67.7,1,Secundaria_Incompleta,0
20,M,Rural,Media,12,Oficial,1,3,2.34,1.88,2,55.4,1,Primaria_Completa,1
10,F,Urbana,Primaria,5,Oficial,0,0,2.5,2.69,3,77.9,1,Secundaria_Incompleta,0
17,M,Urbana,Media,12,Oficial,0,0,3.68,3.96,0,75.8,2,Secundaria_Completa,0
15,M,Rural,Media,10,Oficial,0,0,4.1,3.74,0,74.7,2,Secundaria_Completa,1
16,M,Urbana,Media,11,Oficial,0,0,4.02,3.75,0,74.3,2,Secundaria_Completa,0
7,F,Rural,Primaria,2,Oficial,0,0,4.57,4.47,0,82.1,3,Universidad,0
12,F,Urbana,Premedia,7,Oficial,0,0,2.37,2.11,2,63.6,1,Secundaria_Completa,0
19,M,Rural,Media,12,Oficial,0,2,2.23,2.15,3,58.9,1,Primaria_Completa,1
10,M,Urbana,Primaria,5,Oficial,0,0,4.29,4.39,0,82.7,2,Secundaria_Completa,0
12,M,Urbana,Primaria,5,Oficial,3,2,2.6,2.23,0,71.7,1,Primaria_Completa,0
14,F,Urbana,Premedia,9,Oficial,0,0,2.69,2.7,0,71.9,1,Secundaria_Incompleta,0
15,F,Urbana,Premedia,9,Particular,0,1,2.61,2.5,3,65.6,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,9,Oficial,0,0,4.18,4.15,0,88.7,2,Universidad,0
11,M,Rural,Primaria,6,Particular,0,0,3.32,3.52,0,74.5,1,Primaria_Completa,0
11,M,Urbana,Primaria,5,Oficial,0,1,4.39,5.0,2,99.4,3,Universidad,0
9,M,Rural,Primaria,1,Oficial,2,3,2.8,2.38,0,73.2,1,Secundaria_Incompleta,0
11,F,Urbana,Primaria,6,Particular,0,0,3.66,3.43,0,85.5,2,Secundaria_Incompleta,0
12,M,Rural,Premedia,7,Oficial,2,0,1.6,1.24,3,65.0,1,Secundaria_Incompleta,0
16,F,Rural,Media,11,Particular,0,0,2.28,2.46,3,68.8,1,Primaria_Completa,0
16,F,Urbana,Media,11,Oficial,0,0,4.8,4.95,2,67.6,2,Secundaria_Incompleta,1
15,F,Rural,Media,10,Oficial,0,0,2.73,2.16,0,56.3,1,Primaria_Completa,1
9,F,Urbana,Primaria,4,Oficial,0,0,3.48,3.61,0,88.0,3,Universidad,0
14,F,Urbana,Premedia,9,Oficial,0,0,4.14,3.47,0,88.5,2,Secundaria_Completa,0
6,M,Rural,Primaria,1,Oficial,0,0,4.09,4.64,0,83.4,3,Universidad,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.35,3.86,0,72.8,1,Primaria_Completa,0
9,M,Urbana,Primaria,4,Oficial,0,0,2.31,2.36,3,63.3,1,Secundaria_Completa,0
9,F,Urbana,Primaria,4,Particular,0,0,3.85,3.72,0,93.9,2,Secundaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,2,0,2.56,2.22,0,74.7,1,Secundaria_Completa,0
19,M,Urbana,Media,11,Oficial,3,3,2.33,1.94,1,71.4,1,Primaria_Completa,0
15,M,Rural,Premedia,9,Oficial,2,1,2.42,1.84,0,60.2,1,Secundaria_Incompleta,1
20,M,Urbana,Media,12,Oficial,0,3,2.89,2.77,0,85.7,1,Primaria_Completa,0
10,F,Urbana,Primaria,5,Particular,0,0,3.55,3.56,3,81.6,2,Secundaria_Incompleta,0
10,F,Rural,Primaria,5,Oficial,0,0,3.21,3.66,0,71.0,1,Primaria_Completa,0
9,M,Rural,Primaria,1,Oficial,0,3,2.83,3.57,0,73.8,1,Primaria_Completa,0
17,F,Urbana,Media,12,Oficial,0,0,2.7,2.52,0,70.4,2,Secundaria_Incompleta,1
15,M,Rural,Media,10,Oficial,0,0,4.92,4.2,1,92.3,3,Secundaria_Completa,0
13,M,Rural,Premedia,7,Oficial,0,1,4.75,4.74,0,64.9,1,Secundaria_Incompleta,0
15,M,Rural,Media,10,Particular,0,0,4.07,3.99,0,86.8,2,Secundaria_Incompleta,0
14,M,Rural,Premedia,9,Oficial,0,0,4.61,4.33,0,92.5,3,Universidad,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.66,3.39,0,85.2,2,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Particular,0,0,2.71,2.41,1,79.5,1,Secundaria_Completa,0
15,M,Rural,Media,10,Oficial,0,0,3.35,3.14,0,60.5,1,Primaria_Completa,1
17,F,Urbana,Media,11,Oficial,0,1,4.33,3.83,0,87.6,3,Universidad,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.71,4.05,0,56.7,1,Secundaria_Incompleta,1
9,M,Rural,Primaria,1,Oficial,0,3,3.39,3.65,0,68.2,1,Primaria_Completa,0
14,F,Rural,Premedia,7,Oficial,0,2,2.97,3.63,2,58.0,1,Secundaria_Completa,1
16,F,Rural,Media,11,Oficial,0,0,3.02,3.14,1,93.7,2,Secundaria_Completa,0
8,M,Urbana,Primaria,3,Oficial,3,0,2.06,1.38,3,69.3,1,Primaria_Completa,0
12,M,Urbana,Premedia,7,Oficial,2,0,2.42,2.07,0,75.3,2,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Particular,0,0,2.87,2.99,0,81.1,1,Primaria_Completa,0
14,F,Urbana,Premedia,9,Particular,0,0,2.22,2.59,0,65.5,1,Primaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,0,0,2.55,2.35,0,75.3,1,Secundaria_Incompleta,0
16,M,Urbana,Premedia,8,Oficial,0,3,2.86,3.11,0,54.2,1,Secundaria_Incompleta,1
9,M,Urbana,Primaria,4,Oficial,0,0,3.79,3.87,0,90.1,2,Secundaria_Incompleta,0
11,F,Urbana,Primaria,6,Oficial,1,0,2.5,2.06,2,78.5,1,Secundaria_Incompleta,0
7,M,Rural,Primaria,2,Particular,2,0,2.34,2.43,0,64.8,1,Primaria_Completa,0
13,F,Urbana,Premedia,8,Particular,0,0,4.52,4.22,0,88.2,3,Secundaria_Completa,0
17,M,Urbana,Media,12,Oficial,0,0,2.75,2.97,0,55.9,1,Secundaria_Incompleta,1
13,M,Rural,Premedia,8,Oficial,0,0,4.68,4.79,0,90.3,3,Universidad,0
12,M,Rural,Premedia,7,Oficial,0,0,4.03,4.08,2,84.0,3,Secundaria_Completa,0
14,M,Rural,Premedia,9,Oficial,0,0,2.46,2.88,3,69.7,1,Secundaria_Incompleta,0
7,M,Rural,Primaria,2,Oficial,0,0,2.63,2.93,2,89.1,2,Universidad,0
11,F,Urbana,Primaria,6,Oficial,0,0,4.25,4.35,0,85.2,3,Universidad,0
12,F,Rural,Primaria,6,Oficial,0,1,2.11,2.43,3,58.4,1,Secundaria_Incompleta,0
10,F,Urbana,Primaria,3,Oficial,0,2,2.41,2.76,3,50.6,1,Primaria_Completa,1
19,F,Urbana,Media,11,Oficial,0,3,4.25,3.85,0,54.4,1,Secundaria_Incompleta,1
7,F,Urbana,Primaria,2,Oficial,0,0,5.0,4.69,0,79.4,3,Universidad,0
17,M,Rural,Media,12,Oficial,3,0,2.48,2.25,2,68.7,1,Secundaria_Completa,0
14,F,Urbana,Premedia,7,Oficial,0,2,3.73,4.43,0,56.8,1,Secundaria_Incompleta,1
16,M,Rural,Media,11,Particular,0,0,3.11,3.07,0,59.2,1,Secundaria_Incompleta,1
10,M,Urbana,Primaria,2,Particular,0,3,3.2,2.71,0,89.5,2,Universidad,0
14,M,Rural,Premedia,9,Oficial,0,0,4.37,4.53,0,57.7,1,Primaria_Completa,1
15,F,Urbana,Premedia,9,Oficial,0,1,3.98,4.33,0,63.4,1,Secundaria_Incompleta,1
7,M,Urbana,Primaria,2,Oficial,0,0,2.58,3.13,0,75.2,1,Primaria_Completa,0
11,F,Urbana,Primaria,6,Oficial,0,0,3.61,3.28,0,78.9,1,Secundaria_Incompleta,0
8,F,Rural,Primaria,2,Oficial,0,1,3.72,4.02,3,80.4,1,Primaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,3.59,3.39,0,94.5,2,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Particular,0,0,3.76,3.14,0,87.4,2,Secundaria_Incompleta,0
10,F,Urbana,Primaria,5,Oficial,0,0,4.34,4.19,0,73.3,1,Secundaria_Incompleta,0
17,M,Rural,Media,12,Oficial,0,0,3.21,3.89,0,76.4,1,Secundaria_Completa,0
15,M,Rural,Premedia,7,Oficial,0,3,3.05,3.63,0,71.8,1,Primaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,3,0,1.74,1.56,2,62.7,1,Primaria_Incompleta,1
10,M,Urbana,Primaria,5,Oficial,0,0,4.17,4.14,0,90.0,3,Universidad,0
14,M,Urbana,Premedia,9,Oficial,0,0,2.6,2.54,0,81.7,1,Primaria_Completa,0
9,F,Urbana,Primaria,4,Oficial,0,0,4.68,3.83,0,80.6,2,Secundaria_Incompleta,0
16,M,Rural,Media,11,Oficial,0,0,3.79,4.29,0,86.1,2,Secundaria_Incompleta,0
10,F,Urbana,Primaria,2,Particular,1,3,1.98,1.54,2,70.9,1,Primaria_Incompleta,0
12,F,Rural,Premedia,7,Oficial,0,0,4.44,3.8,3,68.9,1,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.63,5.0,0,60.3,1,Secundaria_Completa,1
13,F,Urbana,Premedia,8,Oficial,0,0,4.8,4.72,0,90.3,3,Universidad,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.75,3.6,0,73.7,1,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Particular,0,0,1.93,2.13,3,46.0,1,Primaria_Completa,1
9,M,Urbana,Primaria,4,Oficial,0,0,3.94,4.64,0,86.1,3,Secundaria_Completa,0
12,F,Rural,Premedia,7,Oficial,0,0,3.85,4.14,3,78.1,1,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,3.88,4.58,0,86.5,2,Secundaria_Incompleta,0
13,M,Rural,Premedia,7,Oficial,0,1,3.79,3.88,0,82.9,2,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Oficial,0,0,3.9,4.07,0,91.6,2,Universidad,0
11,F,Rural,Primaria,6,Oficial,0,0,3.86,4.06,0,81.6,2,Secundaria_Completa,0
16,F,Rural,Media,10,Particular,0,1,3.44,2.84,0,62.5,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,9,Oficial,1,0,2.7,2.37,0,52.2,1,Secundaria_Incompleta,1
14,M,Urbana,Premedia,9,Oficial,1,0,2.84,2.5,2,76.0,2,Secundaria_Completa,1
17,F,Urbana,Media,12,Oficial,0,0,4.41,4.49,0,88.2,2,Secundaria_Incompleta,0
8,M,Rural,Primaria,3,Oficial,0,0,2.6,2.57,2,76.2,1,Secundaria_Incompleta,0
14,F,Urbana,Premedia,9,Oficial,0,0,3.67,3.31,0,56.3,1,Secundaria_Incompleta,1
14,M,Urbana,Premedia,9,Oficial,0,0,4.03,3.86,0,61.4,1,Secundaria_Incompleta,1
15,M,Urbana,Media,10,Oficial,1,0,2.28,1.84,0,55.4,1,Primaria_Completa,1
10,M,Urbana,Primaria,4,Oficial,0,1,2.47,2.9,3,70.0,1,Primaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,4.12,4.42,0,82.0,3,Universidad,0
12,F,Urbana,Primaria,6,Oficial,0,1,2.37,2.68,3,68.8,1,Secundaria_Incompleta,0
9,F,Rural,Primaria,4,Oficial,0,0,4.45,3.67,0,92.9,3,Universidad,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.68,3.68,0,72.7,1,Secundaria_Incompleta,0
19,F,Rural,Media,11,Oficial,0,3,3.14,3.94,0,71.9,1,Secundaria_Completa,0
15,M,Urbana,Premedia,7,Oficial,2,3,2.65,2.16,0,63.5,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Oficial,0,0,4.01,4.11,0,88.5,3,Universidad,0
14,F,Urbana,Premedia,7,Oficial,0,2,3.83,4.11,2,59.7,1,Primaria_Completa,1
7,M,Urbana,Primaria,2,Oficial,0,0,4.45,4.14,0,84.7,2,Universidad,0
